position,target_season,player_id,player_name,games,completions_p10,completions_p50,completions_p90,attempts_p10,attempts_p50,attempts_p90,passing_yards_p10,passing_yards_p50,passing_yards_p90,passing_tds_p10,passing_tds_p50,passing_tds_p90,interceptions_p10,interceptions_p50,interceptions_p90,carries_p10,carries_p50,carries_p90,rushing_yards_p10,rushing_yards_p50,rushing_yards_p90,rushing_tds_p10,rushing_tds_p50,rushing_tds_p90,games_played_estimate,fantasy_points_p10,fantasy_points_p50,fantasy_points_p90,full_projection_p10,full_projection_p50,full_projection_p90,targets_p10,targets_p50,targets_p90,receptions_p10,receptions_p50,receptions_p90,receiving_yards_p10,receiving_yards_p50,receiving_yards_p90,receiving_tds_p10,receiving_tds_p50,receiving_tds_p90
WR,2024,00-0033009,Tyler Boyd,118,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.987216813071296,6.966169116472706,21.208987753447914,16.340972081270202,57.283117924990684,174.40244792185132,2.1948339145041373,5.1337683653148,9.73382189116967,1.0000024104889504,3.3994215240689694,6.795914908106129,9.872144025823454,35.66747592403737,84.13072845341786,0.0,0.0,1.0
WR,2024,00-0033040,Tyreek Hill,121,,,,,,,,,,,,,,,,,,,,,,,,,9.692148760330578,4.427892084593738,13.104752240317216,30.18206117732146,42.91578877857278,127.01320818042988,292.52902682399787,4.094042685566917,9.932440464089321,13.477322254930467,1.9999468772022246,5.947600462196446,9.579786307331538,24.279452073915134,71.5715177812077,136.97380971972404,0.0,0.0,1.1508156496695863
WR,2024,00-0033251,Zach Pascal,77,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,2.2355191817557523,13.049852515055596,0.0,18.382773482957713,107.30951661164639,1.0,1.9376347680818822,4.256084559872356,0.0,1.0116395324575251,2.767670077100147,0.0,12.23879649298227,42.82182437955449,0.0,0.0,1.0
WR,2024,00-0033282,Curtis Samuel,87,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.5620108933970354,6.714582068484409,20.286370469641753,12.844484925724672,55.21430645955626,166.81572503524652,1.9353394417698124,5.2396092400442695,8.867694269882513,0.9999734386011123,3.3227608986054205,6.745569110098409,5.620374547959231,33.91821169878989,75.40801359543345,0.0,0.0,1.0
WR,2024,00-0033292,Trent Taylor,44,,,,,,,,,,,,,,,,,,,,,,,,,9.692148760330578,0.0,1.7735566157379936,11.608707928631809,0.0,17.18957455460109,112.51332415952854,0.8640000195801258,1.331979417306989,3.0247198340377617,0.0,1.0000531227977754,2.304846546308363,0.0,7.735034929402181,33.03861382323445,0.0,0.0,1.0
WR,2024,00-0033307,Kendrick Bourne,95,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.9840299694334909,8.51217970235049,23.130195635713598,16.31476652454876,69.99603161161149,190.2006256344779,2.1434152423453945,6.429913640495692,11.359443730957363,1.0000024104889504,4.038698820203535,7.20629414433076,9.840275589445403,44.73480882146955,99.23901491382837,0.0,0.0,1.0
WR,2024,00-0033466,Isaiah McKenzie,73,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,1.5588447850389406,13.606152018772057,0.0,12.818449876128879,111.8839921289935,1.0,1.769237138636937,4.2644533110753144,0.0,0.9462594297295871,3.1582244755271986,0.0,6.125853553093536,44.479275432448574,0.0,0.0,1.0
WR,2024,00-0033536,Mike Williams,84,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,2.4997039121278255,6.207668848883489,22.23566762625039,20.555176249939066,51.04593654911698,182.84488209788773,2.561684945031648,6.385183706086403,11.075797557942234,1.521676538601112,3.3297148043260765,6.457287467658272,9.780273735267135,28.77954044557412,97.78380158592118,0.0,0.0,1.0
WR,2024,00-0033555,Mack Hollins,65,,,,,,,,,,,,,,,,,,,,,,,,,9.692148760330578,0.0020494397327335003,4.1771275192413455,17.362052582649874,0.019863474764985227,40.48534130735775,168.2755964157243,1.0,3.2935946885765084,7.155968787637271,0.0,2.1086443592401207,4.871253713804662,0.020494397327335004,20.684831600012245,64.9079886884521,0.0,0.0,1.0
WR,2024,00-0033572,Jamal Agnew,54,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,-0.0005621956946449427,2.7489154227437536,14.556293400782467,-0.004622960157127917,22.604453566092666,119.69704689713194,1.0,2.3509214819694018,4.954905856956585,0.0,1.1724222386047456,3.554026676902316,-0.0056219569464494275,15.764931841390078,50.0226672388015,0.0,0.0,1.0
WR,2024,00-0033589,David Moore,49,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,1.6789647983134186,13.10344570045045,0.0,13.806202078308758,107.75021575454974,1.0,1.565078392677247,3.9575294650052424,0.0,0.7957440043349966,2.6417442329715497,0.0,8.832207939784219,44.61701467478898,0.0,0.0,1.0
WR,2024,00-0033591,Noah Brown,54,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.6171681803644344,6.121439667827774,20.16047299038688,13.298045745301202,50.336870164938965,165.780464473805,2.022575402842286,4.886276332387873,8.812227997811501,0.9999734386011123,2.853730581050067,5.737760473280245,6.171947417633221,32.67709086777707,84.22712517106632,0.0,0.0,1.0
WR,2024,00-0033857,JuJu Smith-Schuster,88,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.027382608803777866,3.779008227906938,18.299583878167468,0.410739132056668,56.68512341860407,274.493758172512,1.059138577374703,3.440314147334629,7.637864527570496,0.0,2.0197587531848433,5.5012623583059845,0.27382608803777864,17.592494747220947,67.98321519861481,0.0,0.0,1.0
WR,2024,00-0033891,Zay Jones,92,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.4741023659384533,5.894917321633191,19.715214804954087,12.121609201517156,48.47416685516342,162.11908664665737,1.6473761579147204,5.096806323755044,8.804866799801383,0.9999734386011123,2.846680932253253,5.940027446669383,4.741289273373409,30.482363893799373,77.75187358284703,0.0,0.0,1.0
WR,2024,00-0033908,Cooper Kupp,91,,,,,,,,,,,,,,,,,,,,,,,,,9.692148760330578,2.5368826333220955,9.009937117273209,25.98205254747192,24.587843869656922,87.325650861836,251.82191838882392,3.3608045503915482,6.940350597336393,11.97971102332991,1.1667186941988903,4.051208190532746,8.397590400052263,13.701639391232053,49.58728926740462,104.44462201779092,0.0,0.0,1.189999990940094
WR,2024,00-0033921,Chris Godwin,101,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,3.404719499681492,9.720961807060736,24.1678891404116,27.99715960678893,79.9359005255026,198.73362539456855,3.2908577577536438,7.272643290192457,12.141814360224709,1.9999468772022246,4.269604618197776,7.729686432967711,14.047726224792672,54.513571888629606,104.38202707443888,0.0,0.0,1.0
WR,2024,00-0033943,Josh Reynolds,86,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,1.1207782809661206,5.47209321618273,19.215879769762335,9.216209564096674,44.9972654637267,158.01303248306684,1.0,4.273230405968493,8.33090200142267,0.9999444667132745,2.3183542771297247,4.97204273364434,1.2083381425284603,31.537389390530045,82.43837036117995,0.0,0.0,1.0
WR,2024,00-0034054,River Cracraft,16,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,2.4130514462313504,13.517223809452828,0.0,19.842629175722703,111.15273151557459,1.0,1.85317585706858,4.67715233478798,0.0,1.003651060617561,3.1908893270607748,0.0,14.094003856137892,43.263344823920534,0.0,0.0,1.0
WR,2024,00-0034272,Marquez Valdes-Scantling,86,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,2.9058770867076333,15.988200486257139,0.0,23.895156297567315,131.47168243403203,1.0,3.0999708079894486,6.35026043219791,0.0,1.2770612955969989,3.954744730379588,0.0,16.288157911106346,60.3345575587755,0.0,0.0,1.0
WR,2024,00-0034279,Equanimeous St. Brown,46,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,2.1740295984399585,14.776038989579,0.0,32.61044397659938,221.640584843685,1.0,2.416255689790934,5.255970751663134,0.0,0.9043988513107205,3.9521189872339026,0.0,12.696307471292377,48.23920002345097,0.0,0.0,1.0
WR,2024,00-0034297,Byron Pringle,46,,,,,,,,,,,,,,,,,,,,,,,,,9.692148760330578,0.0,1.942206813958947,13.650044726238072,0.0,18.82415736421781,132.29826407186528,1.0,1.9756655021926774,4.467503239078745,0.0,0.9741400765676302,2.8438257481145643,0.0,9.680667373913167,48.062189781235055,0.0,0.0,1.0
WR,2024,00-0034317,Keith Kirkwood,20,,,,,,,,,,,,,,,,,,,,,,,,,8.223044397463003,0.0,1.7768562025819215,12.058031088872015,0.0,14.611167441738655,99.15372498978374,1.0,1.7129595704009843,3.902477775618278,0.0,0.9778855861885835,3.0484900303328017,0.0,7.989706163933381,30.09541058539212,0.0,0.0,1.0
